"","Gene","p value"
"475","C1orf94","0.861559072241221"
"476","SMIM12","0.947916211311687"
"477","GJB5","0.947916211311687"
"478","GJB4","0.449595887851128"
"479","GJB3","0.947916211311687"
"480","GJA4","1"
"481","DLGAP3","0.947916211311687"
"482","RP11-244H3.1","NaN"
"483","ZMYM6","0.947916211311687"
"484","ZMYM6NB","0.947916211311687"
"485","ZMYM1","0.421839281925926"
"486","SFPQ","0.2942505182063"
"487","ZMYM4","0.999999999999999"
"488","KIAA0319L","0.999999999999999"
"489","NCDN","0.999999999999998"
"490","TFAP2E","0.999999999999999"
"491","PSMB2","0.536446088618447"
"492","C1orf216","NaN"
"493","CLSPN","NaN"
"494","AGO4","0.999999999999999"
"495","AGO1","0.536446088618447"
"496","AGO3","0.421839281925926"
"497","TEKT2","0.999999999999999"
"498","ADPRHL2","0.909648954425822"
"499","COL8A2","0.999999999999999"
"500","TRAPPC3","NaN"
"501","MAP7D1","0.999999999999999"
"502","THRAP3","1"
"503","SH3D21","NaN"
"504","EVA1B","NaN"
"505","STK40","0.947916211311687"
"506","LSM10","1"
"507","OSCP1","0.999999999999999"
"508","MRPS15","1"
"509","CSF3R","0.999999999999999"
"510","GRIK3","0.5252412886809"
"511","MIR4255","NaN"
"512","ZC3H12A","0.999999999999998"
"513","MEAF6","1"
"514","SNIP1","0.947916211311687"
"515","DNALI1","NaN"
"516","GNL2","0.999999999999999"
"517","RSPO1","NaN"
"518","C1orf109","NaN"
"519","CDCA8","NaN"
"520","EPHA10","0.999999999999999"
"521","MANEAL","1"
"522","YRDC","NaN"
"523","C1orf122","1"
"524","MTF1","0.999999999999999"
"525","INPP5B","0.947916211311687"
"526","SF3A3","1"
"527","FHL3","0.947916211311687"
"528","UTP11L","1"
"529","POU3F1","NaN"
"530","RP11-334L9.1","NaN"
"531","RRAGC","NaN"
"532","MYCBP","NaN"
"533","GJA9","0.947916211311687"
"534","RHBDL2","1"
"535","AKIRIN1","1"
"536","NDUFS5","1"
"537","MACF1","0.447094582600824"
"538","BMP8A","NaN"
"539","PPIEL","NaN"
"540","PABPC4","NaN"
"541","HEYL","0.421839281925926"
"542","NT5C1A","NaN"
"543","HPCAL4","1"
"544","PPIE","NaN"
"545","BMP8B","NaN"
"546","OXCT2","NaN"
"547","TRIT1","0.947916211311687"
"548","MYCL","0.421839281925926"
"549","MFSD2A","0.5252412886809"
"550","CAP1","NaN"
"551","PPT1","0.947916211311687"
"552","RLF","0.202024321514139"
"553","TMCO2","NaN"
"554","ZMPSTE24","NaN"
"555","COL9A2","0.709281690647456"
"556","SMAP2","0.202024321514139"
"557","ZFP69B","NaN"
"558","ZFP69","0.947916211311687"
"559","EXO5","0.999999999999999"
"560","ZNF684","0.999999999999999"
"561","RIMS3","0.999999999999999"
"562","NFYC","0.293729577039017"
"563","KCNQ4","0.536446088618447"
"564","CITED4","NaN"
"565","CTPS1","1"
"566","SLFNL1","NaN"
"567","SCMH1","0.999999999999999"
"568","EDN2","0.947916211311687"
"569","HIVEP3","1"
"570","GUCA2B","0.947916211311687"
"571","GUCA2A","0.999999999999999"
"572","FOXJ3","NaN"
"573","RIMKLA","0.536446088618447"
"574","ZMYND12","0.999999999999999"
"575","PPCS","1"
"576","CCDC30","0.909648954425822"
"577","RP11-163G10.2","NaN"
"578","PPIH","NaN"
"579","YBX1","NaN"
"580","CLDN19","NaN"
"581","C1orf50","NaN"
"582","CCDC23","1"
"583","ERMAP","0.421839281925926"
"584","ZNF691","1"
"585","RP11-342M1.7","1"
"586","SLC2A1","NaN"
"587","FAM183A","NaN"
"588","EBNA1BP2","0.202024321514139"
"589","TMEM125","NaN"
"590","C1orf210","NaN"
"591","TIE1","0.947916211311687"
"592","MPL","NaN"
"593","CDC20","NaN"
"594","ELOVL1","NaN"
"595","MED8","1"
"596","SZT2","0.999999999999998"
"597","HYI","1"
"598","PTPRF","NaN"
"599","KDM4A","1"
"600","ST3GAL3","1"
"601","ARTN","0.947916211311687"
"602","IPO13","0.536446088618447"
"603","DPH2","NaN"
"604","ATP6V0B","NaN"
"605","B4GALT2","0.947916211311687"
"606","CCDC24","NaN"
"607","SLC6A9","NaN"
"608","RP5-1198O20.4","NaN"
"609","KLF17","0.947916211311687"
"610","DMAP1","1"
"611","ERI3","1"
"612","RNF220","1"
"613","TMEM53","1"
"614","C1orf228","0.947916211311687"
"615","KIF2C","1"
"616","RPS8","NaN"
"617","BEST4","NaN"
"618","PLK3","0.947916211311687"
"619","TCTEX1D4","1"
"620","BTBD19","0.536446088618447"
