"","Gene","p value"
"365","DHDDS","0.637649952876166"
"366","HMGN2","NaN"
"367","RPS6KA1","0.999999999999999"
"368","ARID1A","0.152579733934102"
"369","PIGV","NaN"
"370","ZDHHC18","0.999999999999999"
"371","SFN","0.999999999999999"
"372","GPN2","NaN"
"373","GPATCH3","0.906135588906235"
"374","NUDC","NaN"
"375","NR0B2","0.999999999999999"
"376","TRNP1","NaN"
"377","FAM46B","NaN"
"378","SLC9A1","0.695365982553031"
"379","WDTC1","0.906135588906235"
"380","TMEM222","NaN"
"381","SYTL1","0.999999999999999"
"382","MAP3K6","0.999999999999999"
"383","FCN3","NaN"
"384","CD164L2","0.637649952876166"
"385","GPR3","NaN"
"386","WASF2","0.640631176175324"
"387","AHDC1","0.640631176175324"
"388","FGR","0.999999999999999"
"389","IFI6","0.999999999999999"
"390","FAM76A","NaN"
"391","STX12","0.999999999999999"
"392","PPP1R8","NaN"
"393","THEMIS2","0.999999999999999"
"394","RPA2","NaN"
"395","SMPDL3B","NaN"
"396","XKR8","0.999999999999999"
"397","EYA3","0.999999999999999"
"398","SPCS2P4","NaN"
"399","RP5-1053E7.3","NaN"
"400","PTAFR","NaN"
"401","DNAJC8","0.999999999999999"
"402","ATPIF1","NaN"
"403","SESN2","NaN"
"404","MED18","NaN"
"405","PHACTR4","NaN"
"406","RCC1","NaN"
"407","SNORA73B","NaN"
"408","TRNAU1AP","0.999999999999999"
"409","TAF12","NaN"
"410","RAB42","NaN"
"411","RNU11","NaN"
"412","GMEB1","0.999999999999999"
"413","YTHDF2","NaN"
"414","OPRD1","NaN"
"415","EPB41","0.906135588906235"
"416","TMEM200B","0.906135588906235"
"417","SRSF4","NaN"
"418","MECR","NaN"
"419","PTPRU","0.286124607406607"
"420","AC092265.1","NaN"
"421","MATN1","0.906135588906235"
"422","LAPTM5","0.906135588906235"
"423","SDC3","0.906135588906235"
"424","PUM1","0.640631176175324"
"425","NKAIN1","NaN"
"426","SNRNP40","0.999999999999999"
"427","ZCCHC17","0.999999999999999"
"428","FABP3","0.999999999999999"
"429","SERINC2","NaN"
"430","AC114494.1","NaN"
"431","TINAGL1","0.640631176175324"
"432","HCRTR1","NaN"
"433","PEF1","0.637649952876166"
"434","COL16A1","0.999999999999999"
"435","SPOCD1","0.906135588906235"
"436","PTP4A2","0.906135588906235"
"437","KHDRBS1","0.906135588906235"
"438","TMEM39B","0.999999999999999"
"439","KPNA6","NaN"
"440","TXLNA","NaN"
"441","CCDC28B","NaN"
"442","IQCC","NaN"
"443","DCDC2B","0.999999999999999"
"444","TMEM234","0.637649952876166"
"445","EIF3I","NaN"
"446","MTMR9LP","NaN"
"447","FAM167B","0.999999999999999"
"448","LCK","0.999999999999999"
"449","HDAC1","NaN"
"450","MARCKSL1","0.999999999999999"
"451","TSSK3","NaN"
"452","FAM229A","NaN"
"453","BSDC1","0.999999999999999"
"454","ZBTB8B","NaN"
"455","ZBTB8A","0.999999999999999"
"456","ZBTB8OS","NaN"
"457","RBBP4","0.999999999999999"
"458","SYNC","NaN"
"459","KIAA1522","0.467087216925435"
"460","YARS","0.999999999999999"
"461","S100PBP","0.999999999999999"
"462","FNDC5","NaN"
"463","HPCA","0.999999999999999"
"464","TMEM54","NaN"
"465","RNF19B","0.999999999999999"
"466","RP1-117O3.2","NaN"
"467","AK2","0.637649952876166"
"468","TRIM62","0.906135588906235"
"469","ZNF362","NaN"
"470","A3GALT2","NaN"
"471","PHC2","0.999999999999999"
"472","ZSCAN20","0.906135588906235"
"473","CSMD2","0.999999999999999"
"474","HMGB4","0.906135588906235"
"475","C1orf94","0.906135588906235"
"476","SMIM12","NaN"
"477","GJB5","0.906135588906235"
"478","GJB4","0.260044427051814"
"479","GJB3","0.999999999999999"
"480","GJA4","NaN"
"481","DLGAP3","0.145869813739955"
"482","RP11-244H3.1","NaN"
"483","ZMYM6","0.346616657339123"
"484","ZMYM6NB","NaN"
"485","ZMYM1","1"
"486","SFPQ","0.637649952876166"
"487","ZMYM4","0.411672960733035"
"488","KIAA0319L","0.999999999999999"
"489","NCDN","0.640631176175324"
"490","TFAP2E","NaN"
"491","PSMB2","NaN"
